1.8374,0,0,0,0,0.0000,0.0000,0.0000,1000,1000,1000,1000
1.8452,1,-2,0,1000,0.4006,-0.8022,0.0000,1000,1000,1000,1000
1.8530,1,-3,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
1.8609,1,-4,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
1.8687,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
1.8765,0,-3,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
1.8843,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
1.8921,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
1.8999,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
1.9077,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
1.9156,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
1.9234,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
1.9312,1,-4,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
1.9390,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
1.9468,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
1.9546,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
1.9624,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
1.9703,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
1.9781,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
1.9859,1,-5,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
1.9937,1,-5,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0015,1,-3,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.0093,1,-3,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
2.0171,1,-3,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
2.0249,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.0328,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.0406,1,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.0484,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0562,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0640,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0718,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0796,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0875,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.0953,1,-3,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
2.1031,1,-3,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
2.1109,0,-5,0,1000,0.4006,-1.2051,0.0000,1000,1000,1000,1000
2.1187,0,-5,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.1265,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.1343,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.1422,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.1500,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.1578,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.1656,0,-3,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.1734,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.1812,0,-4,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.1890,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.1969,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.2047,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.2125,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.2203,1,-5,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.2281,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.2359,1,-4,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.2437,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.2516,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.2594,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.2672,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.2750,1,-4,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.2828,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.2906,0,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.2984,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.3063,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.3141,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3219,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3297,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3375,0,-4,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3453,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.3532,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3610,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.3688,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.3766,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.3844,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.3922,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.4000,0,-4,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.4079,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.4157,0,-5,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.4235,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.4313,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.4391,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.4469,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.4547,1,-5,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.4625,1,-5,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.4704,0,-3,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
2.4782,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.4860,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.4938,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5016,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5094,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5172,0,-5,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5251,0,-4,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.5329,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5407,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5485,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5563,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5641,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5720,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5798,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5876,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.5954,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6032,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6110,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6188,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.6266,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.6345,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.6423,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.6501,0,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.6579,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6657,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6735,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.6813,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.6892,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.6970,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7048,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7126,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7204,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7282,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.7360,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.7438,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7517,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.7595,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.7673,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.7751,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.7829,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.7907,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.7986,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.8064,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.8142,0,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.8220,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8298,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8376,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.8455,0,-3,0,1000,0.0000,-1.2051,0.0000,1000,1000,1000,1000
2.8533,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8611,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8689,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8767,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8845,1,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.8923,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.9002,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.9080,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.9158,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
2.9236,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.9314,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.9392,0,-3,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.9470,0,-3,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.9549,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.9627,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.9705,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
2.9783,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.9861,0,-5,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
2.9939,0,-4,0,1000,0.0000,-2.0141,0.0000,1000,1000,1000,1000
3.0017,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
3.0096,1,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
3.0174,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
3.0252,1,-4,0,1000,0.4006,-1.6090,0.0000,1000,1000,1000,1000
3.0330,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
3.0408,1,-5,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
3.0486,0,-4,0,1000,0.4006,-2.0141,0.0000,1000,1000,1000,1000
3.0565,0,-4,0,1000,0.0000,-1.6090,0.0000,1000,1000,1000,1000
